date,year,type,country,area,location,activity,sex,age,fatal_y_n,time,species,activity_group,species_group
1953-02-01,1953,Unprovoked,AUSTRALIA,,,Spearfishing,M,,N,,Wobbegong shark,fishing,other shark
1952-07-27,1952,Watercraft,USA,Florida,"Panacea, Wakulla County",Fishing for trout,,,N,,"Hammerhead shark, 5'",fishing,other shark
1952-07-27,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,43.0,N,,a small shark',fishing,other shark
1952-07-27,1952,Provoked,USA,South Carolina,Seabrook Beach,Fishing,M,34.0,N,,a small shark',fishing,other shark
1951-11-28,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,M,24.0,N,17h15,"White shark, 2.4 m [8']",swimming,white shark
1950-07-27,1950,Watercraft,AUSTRALIA,South Australia,Streaky Bay,Fishing,,,N,,17' white shark,fishing,other shark
1949-11-20,1949,Unprovoked,AUSTRALIA,New South Wales,"Kurnell, Botany Bay",Free diving or wading back to shore,M,36.0,N,Afternoon,6' shark,swimming,other shark
1949-01-01,1949,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Kulengei, southeast of Kalili, Kavieng",,M,,N,,,other,unknown
1949-01-01,1949,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta.",Spearfishing,M,18.0,Y,,,fishing,unknown
1948-12-10,1948,Unprovoked,AUSTRALIA,Queensland,Rib Reef off Townsville,Fishing,M,,N,,,fishing,unknown
1948-01-01,1948,Unprovoked,NEW GUINEA,Morobe Province,Finschafen,"Fishing, holding fish in right hand",M,,N,,,fishing,unknown
1947-08-04,1947,Unprovoked,USA,Florida,In a canal 10 miles north of St Augustine,Swimming,M,20.0,Y,A.M.,Possibly C. leucas,swimming,other shark
1946-10-26,1946,Unprovoked,MARSHALL ISLANDS,Kwajalein,,Fishing,M,,Y,,,fishing,unknown
1945-08-06,1945,Unprovoked,USA,North Carolina,Ocracoke,,,,Y,,,other,unknown
1945-05-08,1945,Unprovoked,USA,North Carolina,"Ocracoke Inlet, Carteret County",Swimming,M,,Y,,,swimming,unknown
1943-01-01,1943,Unprovoked,SOLOMON ISLANDS,,Guadalcanal,Swimming,M,,N,,,swimming,unknown
1942-01-01,1942,Provoked,AUSTRALIA,New South Wales,"Fairy Bower, near North Steyne",Surf-skiing,M,,N,,3 m [10'] shark,surfing,other shark
1938-01-18,1938,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Vetch’s Pier, Durban","Watching seine netters with friends, one of whom picked up a netted shark",M,13.0,N,,,other,unknown
1937-06-28,1937,Unprovoked,GREECE,,Salonika?,,,,Y,,,other,unknown
1936-12-15,1936,Provoked,AUSTRALIA,New South Wales,Newcastle Harbor,Fishing for the shark that killed George Lundberg,,,N,,,fishing,unknown
1928-06-24,1928,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,,N,,,swimming,unknown
1928-02-01,1928,Unprovoked,COSTA RICA,Near Puntarenas,,Swimming,M,,N,,,swimming,unknown
1928-01-01,1928,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,Standing,M,25.0,N,11h00,,swimming,unknown
1926-07-08,1926,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming with dog near canning factory,M,15.0,N,,1.5 m [5'] white shark or sevengill shark,swimming,other shark
1926-01-01,1926,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Swimming to mail boat,M,,,,,swimming,unknown
1925-03-12,1925,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,16.0,Y,15h15,,swimming,unknown
1923-01-27,1923,Unprovoked,AUSTRALIA,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",Swimming,M,13.0,Y,,,swimming,unknown
1923-01-01,1922,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,M,,N,,,fishing,unknown
1922-12-14,1922,Unprovoked,USA,Puerto Rico,San Juan,Bathing,F,,Y,,,swimming,unknown
1920-11-29,1920,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Wading,M,,N,,4' to 5' shark,swimming,other shark
1920-01-24,1920,Unprovoked,AUSTRALIA,Torres Strait,Arlington Reef,Free diving,M,,Y,,,diving,unknown
1920-01-01,1920,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River,Splashing,M,12.0,N,,,other,unknown
1915-01-01,1915,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,M,17.0,Y,,,swimming,unknown
1913-08-27,1913,Invalid,USA,New Jersey,"Spring Lake, Monmouth County",,F,,,,Shark involvement prior to death unconfirmed,other,other shark
1912-11-30,1912,Sea Disaster,PHILIPPINES,,,Swimming from foundered vessel,F,19.0,Y,,,swimming,unknown
1909-04-10,1909,Invalid,USA,Hawaii,"Pa'uwela, Maui",Reported swept away by waves while gathering opihi,F,19.0,,,Questionable,other,unknown
1908-05-13,1908,Sea Disaster,INDONESIA,Java,Jakarta Harbor,native boats sunk in storm,F,,Y,,,watercraft,unknown
1903-10-04,1903,Unprovoked,CUBA,Havana Province,Havana Harbor,Fell overboard,M,,Y,,,watercraft,unknown
1899-11-20,1899,Sea Disaster,PHILIPPINES,Mindoro Occidental,Off Lubang Island,Sea Disaster,,,Y,,,other,unknown
,1899,Unprovoked,USA,Florida,Near a small wreck in a channel at Indian Key,Hunting crayfish,M,,N,,1.5 m [5'] shark,fishing,other shark
1897-10-15,1897,Invalid,MEXICO,Vera Cruz,Vera Cruz Harbor,Diving,M,,,,Questionable,diving,unknown
1896-12-20,1896,Unprovoked,NEW ZEALAND,North Island,"Marine Parade, Napier, Hawke Bay",Bathing,M,26.0,Y,,,swimming,unknown
1895-04-23,1895,Unprovoked,NEW ZEALAND,South Island,Oamaru,Swimming,M,,N,Early morning,,swimming,unknown
1889-07-21,1889,Unprovoked,USA,Florida,"Fernandina, Nassau County",Swimming,M,,Y,,,swimming,unknown
,1886,Watercraft,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County",,M,,N,,Shark was said to “have a very rough ½”-thick skin”,other,other shark
1883-07-05,1883,Provoked,GEORGIA,,"Savannah River, Chatham County",Fishing for sharks,M,,N,,7' shark,fishing,other shark
1881-11-13,1881,Invalid,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",Swimming,M,,,Evening,Shark involvement prior to death unconfirmed,swimming,other shark
1881-10-16,1881,Invalid,USA,Florida,"Pensacola Bay, Escambia County",Bathing,M,18.0,,,Shark involvement prior to death unconfirmed,swimming,other shark
1879-07-03,1879,Unprovoked,USA,California,"Los Angeles, Los Angeles County",Bathing,M,,N,,,swimming,unknown
1863-09-13,1863,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Bathing,M,,N,,,swimming,unknown
,1852,Unprovoked,NEW ZEALAND,North Island,Wellington Harbor,Swimming,M,,Y,,Said to involve a 6 m to 7.3 m [20' to 24'] shark,swimming,other shark
1849-12-01,1849,Unprovoked,AUSTRALIA,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",Bathing,M,,Y,Afternoon,,swimming,unknown
1849-09-19,1849,Unprovoked,AUSTRALIA,Victoria,Warrnambool,Swimming,M,,Y,,,swimming,unknown
1845-07-31,1845,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard,M,,Y,,,watercraft,unknown
1845-01-01,1845,Unprovoked,SIERRA LEONE,,,,M,,Y,,,other,unknown
1844-05-24,1844,Unprovoked,Coast of AFRICA,Island of St. Thomas,,Fell overboard,M,,Y,,,watercraft,unknown
1842-01-01,1842,Unprovoked,INDIA,Tamil Nadu,Chennai (formerly Madras),Washed off catamaran in the surf,M,,Y,,,surfing,unknown
1826-12-01,1826,Unprovoked,BRAZIL,Paraiba,Paraiba,,M,,N,,,other,unknown
1815-10-01,1815,Unprovoked,TOBAGO,,Scarborough Bay,Bathing,M,,Y,,,swimming,unknown
1804-02-26,1804,Watercraft,AUSTRALIA,New South Wales,"Georges Head, off Port Jackson",,,,N,,,other,unknown
2023-07-14,2023,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,21.0,N,15h00,,surfing,unknown
2023-05-24,2023,Questionable,BAHAMAS,Lucayan Lucayan Archipelago,Athol Island,Jumped overboard,M,18.0,Y,Night,Shark involvement not confirmes,watercraft,other shark
2023-05-19,2023,Provoked,USA,Florida,"Flagship Drive, Summerland Key, Monroe County",Fishing,M,35.0,N,20h00,,fishing,unknown
2022-12-08,2022,Unprovoked,USA,Hawaii,"Keawakapu Point, Kehei, Maui",Snorkeling,F,60.0,Y,12h00,Tiger shark,other,tiger shark
2022-10-25,2022,Unprovoked,USA,Hawaii,Kauai,Snorkeling,M,51.0,N,Afternoon,Tiger shark?,other,tiger shark
2022-07-01,2022,Unprovoked,EGYPT,"Hurghada, Red Sea Governorate",Sahl Hasheesh,Snorkeling,F,,Y,,Oceaniic whitetip shark/tiger shark,other,other shark
2022-02-08,2022,,COSTA RICA,Guanacoste,Playa Del Coco,Diving,F,50.0,,,"Bull shark, 3m",diving,bull shark
2021-07-27,2021,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,58.0,N,,small blacktip shark,surfing,other shark
2021-04-02,2021,Unprovoked,USA,Florida,"Key Biscayne, Miami-Dade County",Swimming,M,36.0,N,,,swimming,unknown
2021-03-25,2021,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Swimming,M,7.0,N,,,swimming,unknown
2021-03-02,2021,Unprovoked,NEW CALEDONIA,Loyalty Islands,Ouvéa,Spearfishing,M,16.0,N,Afternoon,Tiger shark,fishing,tiger shark
2021-01-13,2021,Unprovoked,AUSTRALIA,Western Australia,Blackwall Reach,Swimming,M,54.0,N,07h58,"Bull shark, 6.5 to 10 '",swimming,bull shark
2021-01-03,2021,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,19.0,N,10h30,,surfing,unknown
2020-09-21,2020,,USA,Hawaii,"Charley Young Beach, Maui",Swimming,F,61.0,N,11h00,Injuries not caused by a shark,swimming,other shark
2020-09-06,2020,Unprovoked,USA,Hawaii,Puako,Snorkeling,F,70.0,N,16h30,8' shark,other,other shark
2020-06-16,2020,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,Surf skiing,F,,N,14h00,,surfing,unknown
2020-05-01,2020,Unprovoked,USA,California,"Summerland, Santa Barbara County",Swimming,F,57.0,N,14h30,5' to 6' shark,swimming,other shark
2020-04-06,2020,Unprovoked,AUSTRALIA,Queensland,North West Island,Swimming,M,23.0,Y,17h30,,swimming,unknown
2020-01-16,2020,Unprovoked,NEW ZEALAND,Southland,Oreti Beach,Surfing,F,13.0,N,20h30,Broadnose seven gill shark?,surfing,other shark
2020-01-03,2020,Unprovoked,NEW CALEDONIA,,Calana,,M,12.0,N,Afternoon,,other,unknown
2019-12-03,2019,Unprovoked,USA,Hawaii,"Cove Park, Kihei, Maui",Stand-Up Paddleboarding,M,57.0,N,10h00,10'-12' tiger shark,watercraft,other shark
2019-08-21,2019,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,11.0,N,09h00,,swimming,unknown
2019-05-01,2019,Unprovoked,USA,Florida,"Off Boca Grande, Lee County",Fishing,M,,N,18h45,,fishing,unknown
2019-03-26,2019,Watercraft,USA,Hawaii,Waikoloa area,Paddling an outrigger canoe,M,74.0,N,10h00,12' shark,other,other shark
2019-02-04,2019,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,,N,13h40,Tiger shark,surfing,tiger shark
2018-08-28,2018,Unprovoked,BAHAMAS,,,Diving,M,,N,,Lemon shark,diving,other shark
2018-07-14,2018,Provoked,USA,California,"Trinidad Beach, Huboldt County",Wading,F,58.0,N,14h11,"Salmon shark, juvenile",swimming,other shark
2017-10-28,2017,Unprovoked,AUSTRALIA,New South Wales,Birubi Point,Surfing,M,31.0,N,09h00,"Wobbegong shark, 1 m",surfing,other shark
2017-10-05,2017,Unprovoked,USA,Hawaii,"Kama‘ole Beach Park, Maui",Snorkeling,F,40.0,N,12h30,8' shark,other,other shark
2017-09-15,2017,,SAMOA,Upolu Island,Nofoali’i,Fishing,M,,N,Night,,fishing,unknown
2016-08-27,2016,Unprovoked,REUNION,,Boucan Canot,Surfing,M,20.0,N,17h00,"Bull shark, 3.5 m",surfing,bull shark
2016-07-29,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40.0,N,11h30,Blue shark,swimming,other shark
2016-07-28,2016,Watercraft,AUSTRALIA,Western Australia,Near Albany,,M,,N,,White shark,other,white shark
2016-05-29,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52.0,N,16h00,,swimming,unknown
2015-10-05,2015,Unprovoked,USA,Texas,Galveston,Wading,M,13.0,N,10h00,4' to 5' shark,swimming,other shark
2015-07-27,2015,,AUSTRALIA,Victoria,Tyrendarra Beach,Surfing,M,40.0,,,,surfing,unknown
2015-07-22,2015,Unprovoked,REUNION,,St. Leu,Surfing,M,45.0,N,,"Bull shark, 2m",surfing,bull shark
2015-06-24,2015,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing,M,71.0,N,11h00,"White shark, 3 m",surfing,white shark
2014-12-28,2014,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming,,,,Morning,Shark involvement not confirmed & highly unlikely,swimming,other shark
2014-10-22,2014,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,F,,N,10h00,Tiger shark,watercraft,tiger shark
2014-07-20,2014,Unprovoked,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Wading,,,N,,Angel shark,swimming,other shark
2014-07-13,2014,Invalid,BAHAMAS,West End,Tiger Beach,Shark diving,M,63.0,,Night,Shark involvement not confirmed,diving,other shark
2014-04-15,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25.0,N,09h57,,swimming,unknown
2014-04-03,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,63.0,Y,08h20,3 m to 4 m white shark,swimming,other shark
2013-11-07,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16.0,N,Afternoon,,watercraft,unknown
2013-10-31,2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46.0,N,15h19,Tiger shark,watercraft,tiger shark
2013-09-07,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,43.0,N,16h00,3' shark,surfing,other shark
2013-07-31,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,56.0,N,08h45,,other,unknown
2013-06-30,2013,Unprovoked,TAIWAN,Taitung,,Fishing,M,,N,,,fishing,unknown
2013-06-25,2013,Watercraft,USA,California,"Pacific State , San Mateo County",Kayaking / Fishing,M,,N,15h30,White shark,fishing,white shark
2013-02-09,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,M,48.0,N,09h00 - 09h30,Lemon shark,diving,other shark
2012-06-20,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Surf skiing,M,62.0,N,07h15,3 m shark,surfing,other shark
2011-11-12,2011,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,35.0,N,,,surfing,unknown
2011-07-25,2011,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,M,,N,Night,,fishing,unknown
2011-06-28,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,M,22.0,N,12h00,"Bull shark, 3m female",diving,bull shark
2011-05-13,2011,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,M,86.0,N,15h30,,surfing,unknown
2011-05-13,2011,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,37.0,N,06h30,,surfing,unknown
2011-01-15,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16.0,Y,12h30,,surfing,unknown
2010-11-15,2010,Unprovoked,DOMINICAN REPUBLIC,,Boca Chica,Diving,M,21.0,Y,Morning,,diving,unknown
2010-10-28,2010,Unprovoked,AUSTRALIA,Western Australia,Cheynes Beach,Spearfishing,M,,N,,,fishing,unknown
2010-07-03,2010,Provoked,USA,New York,Off Long Island,Fishing,M,20.0,N,12h30,"Blue shark, 7'",fishing,other shark
2010-05-03,2010,Unprovoked,MADAGASCAR,Antsiranana Province,"Ambatolaoka, Nosy Be Island",Scuba diving,M,59.0,N,09h30,,diving,unknown
2010-02-16,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Surfing,M,,N,11h00,3 m shark,surfing,other shark
2009-12-22,2009,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Swimming,M,27.0,N,16h30,"Zambesi shark, 2m",swimming,other shark
2009-12-16,2009,Unprovoked,NEW ZEALAND,South Island,Clark Island,Swimming to shore from capsized kayak,M,24.0,Y,,"White shark, 2.8 to 3 m",swimming,white shark
2009-10-30,2009,Watercraft,AUSTRALIA,Victoria,Portland,Kayaking,M,27.0,N,Morning,"White shark, 4m",watercraft,white shark
2009-10-19,2009,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,M,54.0,N,06h00,6' to 8' shark,surfing,other shark
2009-07-22,2009,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19.0,N,15h00,,swimming,unknown
2009-03-17,2009,Unprovoked,MALAYSIA,Strait of Malacca,Pulau Payar Island,Feeding fish,F,,N,,Blacktip reef shark pup,fishing,other shark
2009-03-17,2009,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,61.0,N,20h00,Thought to involve a cookiecutter shark,swimming,other shark
2009-01-23,2009,Invalid,BRAZIL,Maranhão,Olho d'Água,Swimming,M,17.0,,,Invalid,swimming,unknown
2008-10-12,2008,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,50.0,N,,"reef shark, 1.8m",fishing,other shark
2008-09-28,2008,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,40.0,N,11h00,+3' shark,surfing,other shark
2008-08-24,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County","Swimming, towing surfboard",M,20.0,N,15h00,,surfing,unknown
2008-08-12,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,13.0,N,12h05,,swimming,unknown
2008-04-20,2008,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,,M,,,,"Tiger shark, 2.3m",other,tiger shark
2011-11-01,2007,Invalid,MEXICO,Baja California,Guadalupe Island,Shark diving,M,,,,Invalid,diving,unknown
2007-05-08,2007,Invalid,AUSTRALIA,New South Wales,Kingscliff Beach,Swimming,M,45.0,,12h15,Shark involvement prior to death was not confirmed,swimming,other shark
2007-03-31,2007,Unprovoked,USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27.0,N,14h20,3' shark,surfing,other shark
2006-10-01,2006,Unprovoked,GULF OF ADEN,Between Somalia & Yemen,,Murder,,,Y,,,other,unknown
2006-08-27,2006,Unprovoked,REUNION,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,M,27.0,N,18h00,,watercraft,unknown
2006-07-28,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Fish Hoek,Surf-skiing,M,19.0,N,16h30,"White shark, 3m to 4m",surfing,white shark
2006-06-07,2006,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7.0,N,13h45,3' to 4' shark,other,other shark
2006-04-09,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Body boarding,M,15.0,N,17h30,"Raggedtooth shark, 2.5 m to 3 m",watercraft,other shark
2006-01-18,2006,Unprovoked,USA,California,"Santa Cruz, Santa Cruz County",Night Surfing,M,,N,22h30,,surfing,unknown
2005-10-01,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",Surf-skiing,M,52.0,N,15h00,White shark,surfing,white shark
2005-08-24,2005,Unprovoked,USA,California,"Scripps, LaJolla, San Diego County",Surfing,M,37.0,N,11h00,juvenile white shark,surfing,other shark
2005-07-13,2005,Unprovoked,USA,Texas,"Port Bolivar, Galveston County",Holding onto an inflatable boat,F,14.0,N,13h00,[4' to 5'],watercraft,other shark
2005-04-16,2005,Unprovoked,AUSTRALIA,Northern Territory,Bremer Island,Spearfishing,M,20.0,N,,2 m [6.75'] copper shark,fishing,other shark
2005-02-16,2005,Unprovoked,USA,Hawaii,"Rocky Point, north shore of O'ahu",Surfing,M,,N,14h30,"Tiger shark, 2.4 m [8']",surfing,tiger shark
2004-12-26,2004,Invalid,SRI LANKA,Eastern Province,Pasikudha,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",F,11.0,,,No shark involvement,other,other shark
2004-08-03,2004,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Spearfishing,M,30.0,N,14h00,,fishing,unknown
2004-05-04,2004,Unprovoked,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,Tandem surfing,M,28.0,N,16h30,"Mako shark, 1.8 m [6']",surfing,other shark
2004-03-31,2004,Unprovoked,USA,Florida,"Stuart Rocks, Martin County",Surfing,M,20.0,N,09h00,1.2 m [4'] bull shark,surfing,other shark
2004-01-03,2004,Invalid,NEW ZEALAND,North Island,"Whiritoa, Eastern Cormandel",Kayaking (returning from spearfishing),M,,,Afternoon,Invalid,fishing,unknown
2003-06-01,2003,Invalid,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,22.0,,,Shark involvement not confirmed,swimming,other shark
2003-04-18,2003,Unprovoked,USA,Florida,"North Beach, Patrick AFB, Brevard County",Surfing,M,12.0,N,08h50,Unidentified species,surfing,unknown
2002-12-20,2002,Invalid,AUSTRALIA,Queensland,Golden Beach,Swimming,M,11.0,,,"Shark involvement not confirmed, injury may be due to a stingray",swimming,other shark
2002-03-15,2002,Unprovoked,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39.0,N,Morning,"Nurse shark, 1m",other,other shark
2001-09-07,2001,Unprovoked,USA,Florida,"Key Biscayne, Dade County",Walking in shallows,M,13.0,N,18h40,,other,unknown
2001-08-18,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19.0,N,12h05,"3' shark, possibly  a blacktip or spinner shark",surfing,other shark
2001-01-06,2001,Watercraft,NEW ZEALAND,North Island,Sandy Bay/Whananaki,Kayaking,M,,N,,White shark,watercraft,white shark
2000-03-24,2000,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,37.0,N,14h00,1.2 m [4'] shark,surfing,other shark
1999-11-13,1999,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Surfing,M,35.0,N,,"White shark, 3 m [10']",surfing,white shark
1999-09-29,1999,Unprovoked,USA,Florida,"South side of Ponce de Leon Inlet, Volusia County",Wading to shore after surfing,M,22.0,N,18h45,,surfing,unknown
1999-08-05,1999,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Spearfishing & holding catch,M,35.0,N,17h00,2.7 m [9']  bull shark or Caribbean reef shark,fishing,other shark
1999-07-29,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Kogebaai,Surfing,M,42.0,N,14h00,"White shark, 3 m to 5 m [10' to 16.5']",surfing,white shark
